873,2160,2160,10.13,10.13,0,8.91,0,0,0,0,1
611,1404,2808,6.66,13.33,1,6.5,0,0,0,182,1
705,324,324,10.13,10.13,1,9,0,0,1,334,1
391,1620,1620,15.31,15.31,0,9,0,0,0,183,1
819,432,1296,7.11,21.33,1,9,0,0,0,0,1
138,2160,2160,10.13,10.13,1,9,0,0,0,5,1
396,1404,2808,6.67,13.33,0,7,0,0,0,90,1
111,1231.2,6156,7.15,35.73,0,9,0,0,0,2,1
348,1188,1188,6.92,6.92,0,8.91,0,0,0,2,1
160,1188,1188,8.61,8.61,0,8.91,0,0,0,60,1
86,1134,2268,10.13,20.27,1,10,0,0,0,282,1
545,1620,1620,5.33,5.33,0,8,0,0,0,33,1
178,1188,1188,10.13,10.13,1,10,0,0,0,192,1
961,756,1512,7.73,15.47,0,8.91,0,0,0,0,1
280,1188,1188,10.13,10.13,0,8.91,0,0,1,113,1
118,540,540,5.33,5.33,0,8.91,0,0,0,46,1
919,1404,2808,5.33,10.67,0,8.91,0,0,0,0,1
792,1674,3348,7.18,14.37,0,8.91,0,0,0,132,1
821,1620,1620,5.87,5.87,0,8.91,0,0,0,253,1
854,2160,2160,5.87,5.87,0,8.91,0,0,0,30,1
880,1620,1620,6.14,6.14,1,9,0,0,0,294,1
943,1188,1188,5.87,5.87,0,8.91,0,0,0,0,1
539,1188,1188,6.4,6.4,0,8.91,0,0,0,0,1
589,756,1512,7.2,14.4,0,8.91,0,0,0,0,1
354,1620,1620,6.93,6.93,0,8.91,0,0,0,0,1
912,2160,2160,7.46,7.46,0,8.91,0,0,0,82,1
788,2160,2160,8,8,0,8.91,0,0,0,152,1
903,648,648,50.67,50.67,0,8.91,0,0,0,152,1
366,648,648,5.33,5.33,1,10,0,0,0,0,1
843,1620,1620,5.33,5.33,0,8.91,0,0,0,65,1
233,1404,2808,5.33,10.67,0,8.91,0,0,0,30,1
817,1620,1620,5.33,5.33,0,8.91,0,0,0,0,1
519,1188,1188,5.33,5.33,1,7,0,0,0,28,1
268,1188,1188,5.33,5.33,0,8.91,0,0,0,135,1
208,1620,1620,5.33,5.33,0,8.91,0,0,0,0,1
771,1656,4968,5.33,16,0,10,0,0,4,105,1
514,1620,1620,5.33,5.33,0,8.91,0,0,0,0,1
272,2160,2160,5.33,5.33,0,8.91,0,0,0,0,1
748,2160,2160,5.33,5.33,0,8.91,0,0,0,1,1
294,1188,1188,5.33,5.33,0,8.91,0,0,0,184,1
422,1404,2808,6.73,13.45,1,9,0,0,1,199,1
699,1620,1620,5.33,5.33,0,10,0,0,0,59,1
673,2160,2160,8,8,1,10,0,0,0,0,1
708,648,648,8,8,1,10,0,0,0,249,1
798,2160,2160,9.87,9.87,0,8.91,0,0,0,0,1
937,1890,3780,6.87,13.74,0,8.91,0,0,0,15,1
823,1620,1620,6.7,6.7,1,10,0,0,2,57,1
183,324,324,10.66,10.66,1,10,0,0,0,0,1
356,1620,1620,4.46,4.46,0,8.91,0,0,0,0,1
458,2160,2160,8,8,0,8.91,0,0,0,186,1
925,1152,3456,5.33,16,0,8.91,0,0,0,0,1
933,1620,1620,8,8,0,8.91,0,0,0,0,1
228,1890,3780,5.33,10.66,0,8.91,0,0,0,182,1
77,1890,3780,15.46,30.92,0,8.91,0,0,0,212,1
948,1890,3780,8.3,16.61,0,8,0,0,0,114,1
18,2160,2160,5.33,5.33,0,8.91,0,0,0,61,1
525,1890,3780,7.69,15.37,0,8.91,0,0,0,0,1
652,2160,2160,5.33,5.33,0,8.91,0,0,0,45,1
588,1134,4536,5.66,22.66,0,8.91,0,0,0,0,1
198,1368,4104,5.33,16,0,8.91,0,0,0,138,1
987,1674,3348,5.74,11.49,0,10,0,0,0,29,1
698,648,648,12.27,12.27,0,8.91,0,0,0,0,1
212,1620,1620,8,8,0,8.91,0,0,0,105,1
668,1674,3348,8,16,0,10,0,0,0,0,1
374,2160,2160,5.33,5.33,0,8.91,0,0,0,0,1
214,2160,2160,6.55,6.55,0,8.91,0,0,0,24,1
526,2160,2160,8,8,0,8.91,0,0,0,186,1
784,1656,4968,5.33,16,0,8.91,0,0,0,160,1
251,1674,3348,5.33,10.67,0,8.91,0,0,0,0,1
18806,324,324,50.67,50.67,0,8.91,0,2116.8,0,0,1
20740,1188,1188,10.13,10.13,0,8.91,0,2112.48,0,0,1
20709,1620,1620,5.33,5.33,0,8.91,0,2112.48,0,1,1
20688,1404,2808,10.13,20.27,1,10,0,2112.48,0,0,1
1049,1404,2808,7.99,15.99,0,8.91,0,1603.8,0,139,1
1059,2160,2160,7.99,7.99,0,8.91,0,1603.8,0,125,1
1054,1188,1188,5.87,5.87,0,8.91,0,1603.8,0,210,1
1100,1188,1188,6.4,6.4,0,8.91,0,1603.8,0,0,1
1073,1188,1188,5.33,5.33,0,8.91,0,1603.8,0,217,1
997,1674,3348,5.33,10.67,0,8.91,0,1603.8,0,58,1
1085,1620,1620,5.61,5.61,0,8.91,0,1603.8,0,0,1
1018,1620,1620,8,8,1,10,0,1603.8,0,85,1
1003,1188,1188,6.55,6.55,0,8.91,0,1603.8,0,0,1
19087,2160,2160,5.69,5.69,0,8.91,0,1188,0,114,1
19117,2160,2160,8,8,1,10,0,1188,0,130,1
19183,864,1728,6.75,13.5,0,8.91,0,1188,0,0,1
19072,1188,1188,8,8,0,8.91,0,1188,0,0,1
13478,1188,1188,5.33,5.33,0,8.91,0,1166.4,0,31,1
13500,648,648,5.33,5.33,0,7,0,1166.4,0,0,1
13489,1620,1620,5.33,5.33,1,10,0,1166.4,1,156,1
13433,1242,4968,6.67,26.67,0,8.91,0,1166.4,0,286,1
13435,1620,1620,5.87,5.87,0,8.91,0,1166.4,0,129,1
13499,1188,1188,5.86,5.86,1,8,0,1166.4,2,300,1
13449,1404,2808,8,16,0,8.91,0,1166.4,0,0,1
13505,2160,2160,5.66,5.66,0,8.91,0,1166.4,0,0,1
15767,1188,1188,10.13,10.13,0,10,0,1016.28,0,0,1
15780,1188,1188,6.53,6.53,0,8.91,0,1016.28,0,106,1
15781,1188,1188,8.45,8.45,0,5,0,1016.28,0,0,1
15752,2160,2160,8,8,0,8.91,0,1016.28,0,0,1
15741,1620,1620,5.33,5.33,0,8.91,0,1016.28,0,168,1
33063,2160,2160,8,8,0,8.91,0,939.6,0,183,1
33027,324,324,7.99,7.99,1,10,0,939.6,0,296,1
33051,2160,2160,10.47,10.47,0,8.91,0,939.6,0,13,1
33060,1620,1620,10.81,10.81,0,8.91,0,939.6,0,98,1
33102,1350,2700,5.33,10.67,0,8.91,0,939.6,0,0,1
33069,648,648,10.57,10.57,0,8.91,0,939.6,0,0,1
33124,1620,1620,5.33,5.33,0,8.91,0,939.6,0,111,1
29771,2160,2160,5.33,5.33,0,8.91,0,831.6,0,355,1
29653,1620,1620,5.33,5.33,1,6,0,831.6,0,0,1
29783,1674,3348,5.33,10.67,0,8.91,0,831.6,0,0,1
29717,2160,2160,8,8,0,8.91,0,831.6,0,252,1
29734,1476,4428,8.53,25.6,0,8.91,0,831.6,0,0,1
29730,1620,1620,5.33,5.33,1,10,0,831.6,0,188,1
29710,2160,2160,10.13,10.13,0,8.91,0,831.6,0,20,1
29709,2160,2160,5.33,5.33,0,8.91,0,831.6,0,35,1
29701,1188,1188,6.93,6.93,1,10,0,831.6,0,69,1
29773,1674,3348,6.13,12.27,0,10,0,831.6,0,304,1
29676,324,324,12.76,12.76,0,8.91,0,831.6,0,72,1
29767,1188,1188,5.33,5.33,0,8.91,0,831.6,0,254,1
29706,1674,3348,5.59,11.18,0,8.91,0,831.6,0,8,1
29722,1890,3780,16.79,33.59,1,9,0,831.6,0,183,1
29705,1620,1620,5.33,5.33,0,8.91,0,831.6,0,191,1
25242,432,864,5.33,10.67,0,8.91,0,736.56,0,238,1
25398,2160,2160,5.33,5.33,0,8.91,0,736.56,0,117,1
25482,1188,1188,10.13,10.13,0,8.91,0,736.56,0,0,1
25219,1188,1188,6.09,6.09,0,8.91,0,736.56,0,0,1
25384,1188,1188,8,8,0,8.91,0,736.56,0,256,1
25186,1620,1620,5.33,5.33,0,8.91,0,736.56,0,330,1
25478,324,324,5.33,5.33,0,8.91,0,736.56,0,37,1
25187,1674,3348,5.76,11.52,0,8.91,0,736.56,0,238,1
25149,1512,6048,7.46,29.86,0,8.91,0,736.56,0,180,1
25293,1134,2268,5.6,11.19,0,8.91,0,736.56,0,289,1
25401,1044,3132,6.49,19.47,0,10,0,736.56,0,36,1
25400,1404,2808,6.67,13.33,0,8.91,0,736.56,0,0,1
25291,1377,5508,5.33,21.33,0,8.91,0,736.56,1,156,1
25156,1674,3348,6.67,13.33,0,10,0,736.56,0,287,1
25316,324,324,5.33,5.33,0,10,0,736.56,0,54,1
25321,1620,1620,5.33,5.33,0,8.91,0,736.56,0,0,1
25324,1620,1620,5.33,5.33,0,8.91,0,736.56,0,50,1
25373,1620,1620,5.33,5.33,0,8.91,0,736.56,0,141,1
